kid,nhet,kerr10,kerr12,nmaj,kerr01,kerr02,nmnr,kerr20,kerr21
A1938:250416980,7236,0.392067440574903,0.308595909342178,60485,0.00016533024716872,0.0369182441927751,953,0,0
E2012:250272313,11264,0.355912642045455,0.270330255681818,94340,0.000847996608013568,0.0322768708925164,1542,0.00194552529182879,0.00194552529182879
A5819:250441758,9817,0.353977793623307,0.282876642558827,82924,0.00048236939848536,0.0334884954898461,1286,0.000777604976671851,0.0015552099533437
E2858:250272712,11028,0.355912223431266,0.280921291258614,92927,0.00092545761726947,0.03333799649187,1500,0.000666666666666667,0.00333333333333333
E0301:250283187,11227,0.353433686648259,0.279771978266679,96694,0.000641198006081039,0.0324839183403314,1696,0.00117924528301887,0
A3547:250413322,7818,0.400102327961115,0.304937324123817,66738,0.000269711408792592,0.0357217776978633,1045,0,0
A5277_1:250441823,7612,0.411981082501314,0.335522858644246,65562,0.000396571184527623,0.0389554925109057,1035,0.000966183574879227,0.000966183574879227
E2960_3:250442050,10221,0.371098718325017,0.282849036297818,86188,0.00077737039959159,0.0335429526152133,1364,0.000733137829912023,0.00146627565982405
A0103:250415756,8497,0.380369542191362,0.301165117100153,71267,0.000308698275499179,0.0359072221364727,1100,0,0.000909090909090909
E0541:250283058,11210,0.355842997323818,0.263247100802855,94352,0.000561726301509242,0.0312764965236561,1508,0,0.0013262599469496
E2891:250272732,11828,0.343422387554954,0.252113628677714,99375,0.000623899371069182,0.0300075471698113,1653,0.000604960677555959,0.00120992135511192
A2784:250412710,7957,0.381676511247958,0.286917179841649,67519,0.000636857773367497,0.0338127045720464,1046,0.00191204588910134,0.000956022944550669
A3100:250412990,9207,0.375475181926795,0.290865645704355,77645,0.00039925301049649,0.0344903084551484,1276,0,0.00156739811912226
